noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
bread,child,squatted,HIGH,physical,The child became very,The bread became very,The child squatted and became very,The bread fell and became very,The bread squatted and became very,3,ADJ
basket,child,drawled,HIGH,physical,The child began to,The basket began to,The child drawled and began to,The basket fell and began to,The basket drawled and began to,0,VERB
rifle,woman,enlisted,HIGH-MID,psychological,The woman started to,The rifle started to,The woman enlisted and started to,The rifle fell and started to,The rifle enlisted and started to,1,VERB
lantern,child,noticed,HIGH,psychological,The child was very,The lantern was very,The child noticed and was very,The lantern fell and was very,The lantern noticed and was very,2,ADJ
leaf,boy,hastened,HIGH-MID,psychological,The boy began to,The leaf began to,The boy hastened and began to,The leaf fell and began to,The leaf hastened and began to,0,VERB
hailstone,child,knelt,HIGH,physical,The child became very,The hailstone became very,The child knelt and became very,The hailstone fell and became very,The hailstone knelt and became very,3,ADJ
harp,girl,watched,HIGH,physical,The girl began to,The harp began to,The girl watched and began to,The harp fell and began to,The harp watched and began to,0,VERB
dress,child,chanted,HIGH,psychological,The child started to,The dress started to,The child chanted and started to,The dress fell and started to,The dress chanted and started to,1,VERB
wheel,boy,grumbled,HIGH,physical,The boy began to,The wheel began to,The boy grumbled and began to,The wheel fell and began to,The wheel grumbled and began to,0,VERB
stick,person,sniffed,HIGH,physical,The person became very,The stick became very,The person sniffed and became very,The stick fell and became very,The stick sniffed and became very,3,ADJ
wallet,person,fled,HIGH-MID,physical,The person was very,The wallet was very,The person fled and was very,The wallet fell and was very,The wallet fled and was very,2,ADJ
bandage,woman,starved,HIGH,physical,The woman started to,The bandage started to,The woman starved and started to,The bandage fell and started to,The bandage starved and started to,1,VERB
limousine,boy,snored,HIGH,physical,The boy began to,The limousine began to,The boy snored and began to,The limousine fell and began to,The limousine snored and began to,0,VERB
cart,woman,howled,MID,physical,The woman became very,The cart became very,The woman howled and became very,The cart fell and became very,The cart howled and became very,3,ADJ
spoon,man,grieved,HIGH,psychological,The man started to,The spoon started to,The man grieved and started to,The spoon fell and started to,The spoon grieved and started to,1,VERB
dart,person,dined,HIGH,physical,The person was very,The dart was very,The person dined and was very,The dart fell and was very,The dart dined and was very,2,ADJ
violin,man,muttered,HIGH,physical,The man was very,The violin was very,The man muttered and was very,The violin fell and was very,The violin muttered and was very,2,ADJ
oven,person,bathed,HIGH-MID,physical,The person became very,The oven became very,The person bathed and became very,The oven fell and became very,The oven bathed and became very,3,ADJ
block,man,enlisted,HIGH-MID,psychological,The man was very,The block was very,The man enlisted and was very,The block fell and was very,The block enlisted and was very,2,ADJ
thorn,woman,pounced,HIGH-MID,physical,The woman began to,The thorn began to,The woman pounced and began to,The thorn fell and began to,The thorn pounced and began to,0,VERB
hose,boy,wandered,HIGH-MID,physical,The boy began to,The hose began to,The boy wandered and began to,The hose fell and began to,The hose wandered and began to,0,VERB
ornament,girl,painted,HIGH-MID,physical,The girl became very,The ornament became very,The girl painted and became very,The ornament fell and became very,The ornament painted and became very,3,ADJ
nightgown,child,gestured,HIGH,physical,The child became very,The nightgown became very,The child gestured and became very,The nightgown fell and became very,The nightgown gestured and became very,3,ADJ
propeller,girl,fled,HIGH-MID,physical,The girl was very,The propeller was very,The girl fled and was very,The propeller fell and was very,The propeller fled and was very,2,ADJ
pants,child,shivered,HIGH,physical,The child started to,The pants started to,The child shivered and started to,The pants fell and started to,The pants shivered and started to,1,VERB
violin,man,commented,HIGH-MID,psychological,The man became very,The violin became very,The man commented and became very,The violin fell and became very,The violin commented and became very,3,ADJ
knife,boy,snarled,HIGH,psychological,The boy began to,The knife began to,The boy snarled and began to,The knife fell and began to,The knife snarled and began to,0,VERB
watch,child,protested,HIGH,psychological,The child was very,The watch was very,The child protested and was very,The watch fell and was very,The watch protested and was very,2,ADJ
sock,girl,snarled,HIGH,psychological,The girl was very,The sock was very,The girl snarled and was very,The sock fell and was very,The sock snarled and was very,2,ADJ
envelope,person,stole,HIGH-MID,psychological,The person was very,The envelope was very,The person stole and was very,The envelope fell and was very,The envelope stole and was very,2,ADJ
bouquet,woman,limped,HIGH-MID,physical,The woman became very,The bouquet became very,The woman limped and became very,The bouquet fell and became very,The bouquet limped and became very,3,ADJ
ion,woman,ate,HIGH,physical,The woman began to,The ion began to,The woman ate and began to,The ion fell and began to,The ion ate and began to,0,VERB
electron,girl,smiled,HIGH,physical,The girl was very,The electron was very,The girl smiled and was very,The electron fell and was very,The electron smiled and was very,2,ADJ
battery,girl,read,HIGH,psychological,The girl became very,The battery became very,The girl read and became very,The battery fell and became very,The battery read and became very,3,ADJ
wig,man,consented,HIGH-MID,psychological,The man became very,The wig became very,The man consented and became very,The wig fell and became very,The wig consented and became very,3,ADJ
road,person,knelt,HIGH,physical,The person started to,The road started to,The person knelt and started to,The road fell and started to,The road knelt and started to,1,VERB
gown,girl,painted,HIGH-MID,physical,The girl started to,The gown started to,The girl painted and started to,The gown fell and started to,The gown painted and started to,1,VERB
bow,child,pondered,HIGH,psychological,The child started to,The bow started to,The child pondered and started to,The bow fell and started to,The bow pondered and started to,1,VERB
hairpin,girl,noticed,HIGH,psychological,The girl started to,The hairpin started to,The girl noticed and started to,The hairpin fell and started to,The hairpin noticed and started to,1,VERB
plank,woman,cheated,HIGH,psychological,The woman was very,The plank was very,The woman cheated and was very,The plank fell and was very,The plank cheated and was very,2,ADJ
car,person,lamented,HIGH,psychological,The person was very,The car was very,The person lamented and was very,The car fell and was very,The car lamented and was very,2,ADJ
cape,child,coughed,HIGH,physical,The child became very,The cape became very,The child coughed and became very,The cape fell and became very,The cape coughed and became very,3,ADJ
suit,person,chuckled,HIGH,physical,The person was very,The suit was very,The person chuckled and was very,The suit fell and was very,The suit chuckled and was very,2,ADJ
piano,person,shrugged,HIGH,physical,The person started to,The piano started to,The person shrugged and started to,The piano fell and started to,The piano shrugged and started to,1,VERB
hair,child,hastened,HIGH-MID,psychological,The child became very,The hair became very,The child hastened and became very,The hair fell and became very,The hair hastened and became very,3,ADJ
