noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
suit,judge,sobbed,HIGH,physical,The judge became very,The suit became very,The judge sobbed and became very,The suit fell and became very,The suit sobbed and became very,3,ADJ
tablespoon,bookkeeper,enquired,HIGH,psychological,The bookkeeper became very,The tablespoon became very,The bookkeeper enquired and became very,The tablespoon fell and became very,The tablespoon enquired and became very,3,ADJ
vase,assembler,replied,HIGH,psychological,The assembler started to,The vase started to,The assembler replied and started to,The vase fell and started to,The vase replied and started to,1,VERB
hose,policeman,starved,HIGH,physical,The policeman began to,The hose began to,The policeman starved and began to,The hose fell and began to,The hose starved and began to,0,VERB
letter,wife,sighed,HIGH,physical,The wife became very,The letter became very,The wife sighed and became very,The letter fell and became very,The letter sighed and became very,3,ADJ
twig,associate justice,practised,HIGH-MID,psychological,The associate justice became very,The twig became very,The associate justice practised and became very,The twig fell and became very,The twig practised and became very,3,ADJ
antenna,uncle,drowned,HIGH-MID,physical,The uncle started to,The antenna started to,The uncle drowned and started to,The antenna fell and started to,The antenna drowned and started to,1,VERB
dagger,barber,drawled,HIGH,physical,The barber became very,The dagger became very,The barber drawled and became very,The dagger fell and became very,The dagger drawled and became very,3,ADJ
satchel,associate professor,moaned,HIGH,psychological,The associate professor began to,The satchel began to,The associate professor moaned and began to,The satchel fell and began to,The satchel moaned and began to,0,VERB
watch,coach,shaved,HIGH,physical,The coach began to,The watch began to,The coach shaved and began to,The watch fell and began to,The watch shaved and began to,0,VERB
pants,administrator,snorted,HIGH,physical,The administrator started to,The pants started to,The administrator snorted and started to,The pants fell and started to,The pants snorted and started to,1,VERB
mine,engineer,confessed,HIGH,psychological,The engineer started to,The mine started to,The engineer confessed and started to,The mine fell and started to,The mine confessed and started to,1,VERB
rifle,founder,replied,HIGH,psychological,The founder began to,The rifle began to,The founder replied and began to,The rifle fell and began to,The rifle replied and began to,0,VERB
rope,grandfather,grunted,HIGH,physical,The grandfather became very,The rope became very,The grandfather grunted and became very,The rope fell and became very,The rope grunted and became very,3,ADJ
book,president,studied,HIGH-MID,psychological,The president became very,The book became very,The president studied and became very,The book fell and became very,The book studied and became very,3,ADJ
painting,boy,showered,HIGH-MID,physical,The boy started to,The painting started to,The boy showered and started to,The painting fell and started to,The painting showered and started to,1,VERB
bow,chairman,winked,HIGH-MID,physical,The chairman began to,The bow began to,The chairman winked and began to,The bow fell and began to,The bow winked and began to,0,VERB
mine,engineer,died,HIGH,physical,The engineer began to,The mine began to,The engineer died and began to,The mine fell and began to,The mine died and began to,0,VERB
ambulance,grandson,flinched,HIGH,physical,The grandson became very,The ambulance became very,The grandson flinched and became very,The ambulance fell and became very,The ambulance flinched and became very,3,ADJ
penny,attorney general,trotted,HIGH-MID,physical,The attorney general started to,The penny started to,The attorney general trotted and started to,The penny fell and started to,The penny trotted and started to,1,VERB
thread,nephew,retired,HIGH,psychological,The nephew became very,The thread became very,The nephew retired and became very,The thread fell and became very,The thread retired and became very,3,ADJ
letter,wife,fumbled,HIGH,physical,The wife began to,The letter began to,The wife fumbled and began to,The letter fell and began to,The letter fumbled and began to,0,VERB
satchel,associate professor,shrieked,HIGH-MID,physical,The associate professor started to,The satchel started to,The associate professor shrieked and started to,The satchel fell and started to,The satchel shrieked and started to,1,VERB
cape,engineer,whistled,HIGH-MID,physical,The engineer became very,The cape became very,The engineer whistled and became very,The cape fell and became very,The cape whistled and became very,3,ADJ
bracelet,archivist,interrupted,HIGH-MID,psychological,The archivist was very,The bracelet was very,The archivist interrupted and was very,The bracelet fell and was very,The bracelet interrupted and was very,2,ADJ
car,minister,waved,HIGH,physical,The minister became very,The car became very,The minister waved and became very,The car fell and became very,The car waved and became very,3,ADJ
bra,laborer,enquired,HIGH,psychological,The laborer became very,The bra became very,The laborer enquired and became very,The bra fell and became very,The bra enquired and became very,3,ADJ
rifle,founder,paid,HIGH-MID,psychological,The founder started to,The rifle started to,The founder paid and started to,The rifle fell and started to,The rifle paid and started to,1,VERB
van,boy,married,HIGH,psychological,The boy started to,The van started to,The boy married and started to,The van fell and started to,The van married and started to,1,VERB
accordion,biologist,shivered,HIGH,physical,The biologist began to,The accordion began to,The biologist shivered and began to,The accordion fell and began to,The accordion shivered and began to,0,VERB
coffin,researcher,dreamed,HIGH,psychological,The researcher was very,The coffin was very,The researcher dreamed and was very,The coffin fell and was very,The coffin dreamed and was very,2,ADJ
ion,assistant,insisted,HIGH-MID,psychological,The assistant was very,The ion was very,The assistant insisted and was very,The ion fell and was very,The ion insisted and was very,2,ADJ
plane,author,slept,HIGH,physical,The author became very,The plane became very,The author slept and became very,The plane fell and became very,The plane slept and became very,3,ADJ
phone,coach,prayed,HIGH,psychological,The coach was very,The phone was very,The coach prayed and was very,The phone fell and was very,The phone prayed and was very,2,ADJ
chisel,chief executive officer,applauded,HIGH-MID,psychological,The chief executive officer was very,The chisel was very,The chief executive officer applauded and was very,The chisel fell and was very,The chisel applauded and was very,2,ADJ
string,author,staggered,HIGH-MID,physical,The author was very,The string was very,The author staggered and was very,The string fell and was very,The string staggered and was very,2,ADJ
bin,physician,paced,HIGH,physical,The physician started to,The bin started to,The physician paced and started to,The bin fell and started to,The bin paced and started to,1,VERB
block,author,clapped,HIGH,physical,The author became very,The block became very,The author clapped and became very,The block fell and became very,The block clapped and became very,3,ADJ
leaf,chancellor,growled,HIGH,physical,The chancellor started to,The leaf started to,The chancellor growled and started to,The leaf fell and started to,The leaf growled and started to,1,VERB
radio,person,obeyed,HIGH-MID,psychological,The person was very,The radio was very,The person obeyed and was very,The radio fell and was very,The radio obeyed and was very,2,ADJ
